id,doi,title,display_name,publication_year,publication_date,language,type,type_crossref,indexed_in,institution_assertions,countries_distinct_count,institutions_distinct_count,corresponding_author_ids,corresponding_institution_ids,apc_list,apc_paid,fwci,has_fulltext,fulltext_origin,cited_by_count,is_retracted,is_paratext,locations_count,datasets,versions,referenced_works_count,referenced_works,related_works,cited_by_api_url,updated_date,created_date,ids.openalex,ids.doi,ids.mag,ids.pmid,ids.pmcid,primary_location.is_oa,primary_location.landing_page_url,primary_location.pdf_url,primary_location.source.id,primary_location.source.display_name,primary_location.source.issn_l,primary_location.source.issn,primary_location.source.is_oa,primary_location.source.is_in_doaj,primary_location.source.is_core,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.host_organization_lineage,primary_location.source.host_organization_lineage_names,primary_location.source.type,primary_location.license,primary_location.license_id,primary_location.version,primary_location.is_accepted,primary_location.is_published,open_access.is_oa,open_access.oa_status,open_access.oa_url,open_access.any_repository_has_fulltext,citation_normalized_percentile.value,citation_normalized_percentile.is_in_top_1_percent,citation_normalized_percentile.is_in_top_10_percent,cited_by_percentile_year.min,cited_by_percentile_year.max,biblio.volume,biblio.issue,biblio.first_page,biblio.last_page,primary_topic.id,primary_topic.display_name,primary_topic.score,primary_topic.subfield.id,primary_topic.subfield.display_name,primary_topic.field.id,primary_topic.field.display_name,primary_topic.domain.id,primary_topic.domain.display_name,best_oa_location.is_oa,best_oa_location.landing_page_url,best_oa_location.pdf_url,best_oa_location.source.id,best_oa_location.source.display_name,best_oa_location.source.issn_l,best_oa_location.source.issn,best_oa_location.source.is_oa,best_oa_location.source.is_in_doaj,best_oa_location.source.is_core,best_oa_location.source.host_organization,best_oa_location.source.host_organization_name,best_oa_location.source.host_organization_lineage,best_oa_location.source.host_organization_lineage_names,best_oa_location.source.type,best_oa_location.license,best_oa_location.license_id,best_oa_location.version,best_oa_location.is_accepted,best_oa_location.is_published,best_oa_location,apc_list.value,apc_list.currency,apc_list.value_usd,apc_list.provenance,best_oa_location.source,apc_paid.value,apc_paid.currency,apc_paid.value_usd,apc_paid.provenance,citation_normalized_percentile,primary_topic,abstract,authorships.author_position,authorships.institutions,authorships.countries,authorships.is_corresponding,authorships.raw_author_name,authorships.raw_affiliation_strings,authorships.affiliations,authorships.author.id,authorships.author.display_name,authorships.author.orcid,topics.id,topics.display_name,topics.score,topics.subfield.id,topics.subfield.display_name,topics.field.id,topics.field.display_name,topics.domain.id,topics.domain.display_name,keywords.id,keywords.display_name,keywords.score,concepts.id,concepts.wikidata,concepts.display_name,concepts.level,concepts.score,mesh.descriptor_ui,mesh.descriptor_name,mesh.qualifier_ui,mesh.qualifier_name,mesh.is_major_topic,locations.is_oa,locations.landing_page_url,locations.pdf_url,locations.license,locations.license_id,locations.version,locations.is_accepted,locations.is_published,locations.source.id,locations.source.display_name,locations.source.issn_l,locations.source.issn,locations.source.is_oa,locations.source.is_in_doaj,locations.source.is_core,locations.source.host_organization,locations.source.host_organization_name,locations.source.host_organization_lineage,locations.source.host_organization_lineage_names,locations.source.type,locations.source,sustainable_development_goals.id,sustainable_development_goals.display_name,sustainable_development_goals.score,grants.funder,grants.funder_display_name,grants.award_id,counts_by_year.year,counts_by_year.cited_by_count
https://openalex.org/W2970325962,https://doi.org/10.1063/1.5115153,Low frequency cyclical potentials for fine tuning insulator-based dielectrophoretic separations,Low frequency cyclical potentials for fine tuning insulator-based dielectrophoretic separations,2019,2019-07-01,en,article,journal-article,crossref|pubmed,,2,2,,,,,1.131,True,pdf,17,False,False,3,,,40,https://openalex.org/W1483923427|https://openalex.org/W1909461036|https://openalex.org/W1930011820|https://openalex.org/W2004504766|https://openalex.org/W2009213717|https://openalex.org/W2017073024|https://openalex.org/W2019262204|https://openalex.org/W2026908430|https://openalex.org/W2028875905|https://openalex.org/W2031065792|https://openalex.org/W2031133906|https://openalex.org/W2031545763|https://openalex.org/W2044890071|https://openalex.org/W2052080159|https://openalex.org/W2053377947|https://openalex.org/W2057527494|https://openalex.org/W2074270533|https://openalex.org/W2080921487|https://openalex.org/W2081428159|https://openalex.org/W2088698265|https://openalex.org/W2108064496|https://openalex.org/W2149629305|https://openalex.org/W2346474012|https://openalex.org/W2413405767|https://openalex.org/W2473517104|https://openalex.org/W2562088756|https://openalex.org/W2567372487|https://openalex.org/W2739623729|https://openalex.org/W2742960669|https://openalex.org/W2744684906|https://openalex.org/W2745562151|https://openalex.org/W2770502921|https://openalex.org/W2791990151|https://openalex.org/W2886053305|https://openalex.org/W2903114926|https://openalex.org/W2903337656|https://openalex.org/W2910889183|https://openalex.org/W2914325436|https://openalex.org/W2918683253|https://openalex.org/W2951510429,https://openalex.org/W4309552389|https://openalex.org/W3205846866|https://openalex.org/W3041063688|https://openalex.org/W2624008240|https://openalex.org/W2483994184|https://openalex.org/W2326816130|https://openalex.org/W2158386879|https://openalex.org/W1964702091|https://openalex.org/W1605008923|https://openalex.org/W1551219507,https://api.openalex.org/works?filter=cites:W2970325962,2024-10-01T06:05:19.561678,2019-09-05,https://openalex.org/W2970325962,https://doi.org/10.1063/1.5115153,2970325962,https://pubmed.ncbi.nlm.nih.gov/31489061,https://www.ncbi.nlm.nih.gov/pmc/articles/6715440,True,https://doi.org/10.1063/1.5115153,https://pubs.aip.org/aip/bmf/article-pdf/doi/10.1063/1.5115153/13670547/044114_1_online.pdf,https://openalex.org/S173107507,Biomicrofluidics,1932-1058,1932-1058,False,False,True,https://openalex.org/P4310320257,American Institute of Physics,https://openalex.org/P4310320257,American Institute of Physics,journal,,,publishedVersion,True,True,True,bronze,https://pubs.aip.org/aip/bmf/article-pdf/doi/10.1063/1.5115153/13670547/044114_1_online.pdf,True,0.999975,True,True,90,91,13,4,,,https://openalex.org/T11255,Microfluidic Techniques for Particle Manipulation and Separation,1.0,https://openalex.org/subfields/2204,Biomedical Engineering,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,True,https://doi.org/10.1063/1.5115153,https://pubs.aip.org/aip/bmf/article-pdf/doi/10.1063/1.5115153/13670547/044114_1_online.pdf,https://openalex.org/S173107507,Biomicrofluidics,1932-1058,1932-1058,False,False,True,https://openalex.org/P4310320257,American Institute of Physics,https://openalex.org/P4310320257,American Institute of Physics,journal,,,publishedVersion,True,True,,,,,,,,,,,,,"In this study, we demonstrate the use of cyclical low frequency signals with insulator-based dielectrophoresis (iDEP) devices for the separation of particles of similar characteristics and an experimental method for estimating particle DEP mobilities. A custom signal designer program was created using Matlab® and COMSOL Multiphysics® for the identification of specific low frequency signals aimed at separating particle mixtures by exploiting slight differences in surface charge (particle zeta potential) or particle size. For the separation by surface charge, a mixture of two types of 10 μm particles was analyzed and effectively separated employing both a custom step signal and a sawtooth left signal. Notably, these particles had the same shape, size, and surface functionalization as well as were made from the same substrate material. For the separation by size, a sample containing 2 μm and 5 μm particles was successfully separated using a custom step signal; these particles had the same shape, surface functionalization, were made from the same substrate materials, and had only a small difference in zeta potential (10 mV). Additionally, an experimental technique was developed to estimate the dielectrophoretic mobility of each particle type; this information was then utilized by the signal designer program. The technique developed in this study is readily applicable for designing signals capable of separating micron-sized particles of similar characteristics, such as microorganisms, where slight differences in cell size and the shape of surface charge could be effectively exploited. These findings open the possibility for applications in microbial screening using iDEP devices.",first|middle|last,"{'id': 'https://openalex.org/I155173764', 'display_name': 'Rochester Institute of Technology', 'ror': 'https://ror.org/00v4yb702', 'country_code': 'US', 'type': 'education', 'lineage': ['https://openalex.org/I155173764']}|{'id': 'https://openalex.org/I155173764', 'display_name': 'Rochester Institute of Technology', 'ror': 'https://ror.org/00v4yb702', 'country_code': 'US', 'type': 'education', 'lineage': ['https://openalex.org/I155173764']}|{'id': 'https://openalex.org/I721619', 'display_name': 'Benemérita Universidad Autónoma de Puebla', 'ror': 'https://ror.org/03p2z7827', 'country_code': 'MX', 'type': 'education', 'lineage': ['https://openalex.org/I721619']}|{'id': 'https://openalex.org/I155173764', 'display_name': 'Rochester Institute of Technology', 'ror': 'https://ror.org/00v4yb702', 'country_code': 'US', 'type': 'education', 'lineage': ['https://openalex.org/I155173764']}",US|MX|US|US,False|False|False,Cody J. Lentz|Samuel Hidalgo-Caballero|Blanca H. Lapizco-Encinas,"Microscale Bioseparations Laboratory, Rochester Institute of Technology 1 , Rochester, New York 14623, USA|Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla 2 , Puebla 72570, Mexico|Microscale Bioseparations Laboratory, Rochester Institute of Technology 1 , Rochester, New York 14623, USA|Microscale Bioseparations Laboratory, Rochester Institute of Technology 1 , Rochester, New York 14623, USA","{'raw_affiliation_string': 'Microscale Bioseparations Laboratory, Rochester Institute of Technology 1 , Rochester, New York 14623, USA', 'institution_ids': ['https://openalex.org/I155173764']}|{'raw_affiliation_string': 'Microscale Bioseparations Laboratory, Rochester Institute of Technology 1 , Rochester, New York 14623, USA', 'institution_ids': ['https://openalex.org/I155173764']}|{'raw_affiliation_string': 'Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla 2 , Puebla 72570, Mexico', 'institution_ids': ['https://openalex.org/I721619']}|{'raw_affiliation_string': 'Microscale Bioseparations Laboratory, Rochester Institute of Technology 1 , Rochester, New York 14623, USA', 'institution_ids': ['https://openalex.org/I155173764']}",https://openalex.org/A5080955618|https://openalex.org/A5022002073|https://openalex.org/A5068701449,Cody J. Lentz|Samuel Hidalgo‐Caballero|Blanca Lapizco‐Encinas,None|https://orcid.org/0000-0003-1817-0772|https://orcid.org/0000-0001-6283-8210,https://openalex.org/T11255|https://openalex.org/T10412|https://openalex.org/T12274,Microfluidic Techniques for Particle Manipulation and Separation|Origins and Future of Microfluidics|Theory and Simulations of Polyelectrolytes in Solutions,1.0|0.9982|0.998,https://openalex.org/subfields/2204|https://openalex.org/subfields/2204|https://openalex.org/subfields/1606,Biomedical Engineering|Biomedical Engineering|Physical and Theoretical Chemistry,https://openalex.org/fields/22|https://openalex.org/fields/22|https://openalex.org/fields/16,Engineering|Engineering|Chemistry,https://openalex.org/domains/3|https://openalex.org/domains/3|https://openalex.org/domains/3,Physical Sciences|Physical Sciences|Physical Sciences,https://openalex.org/keywords/multiphysics|https://openalex.org/keywords/signal|https://openalex.org/keywords/impedance-spectroscopy|https://openalex.org/keywords/surface-modification|https://openalex.org/keywords/surface-charge|https://openalex.org/keywords/dielectrophoresis|https://openalex.org/keywords/particle|https://openalex.org/keywords/zeta-potential,Multiphysics|SIGNAL (programming language)|Impedance Spectroscopy|Surface modification|Surface charge|Dielectrophoresis|Particle (ecology)|Zeta potential,0.6989794|0.57018757|0.52564|0.52004385|0.5173623|0.509334|0.4538849|0.4499739,https://openalex.org/C106825181|https://openalex.org/C46435376|https://openalex.org/C192562407|https://openalex.org/C2779843651|https://openalex.org/C212702|https://openalex.org/C115537861|https://openalex.org/C2780358262|https://openalex.org/C187530423|https://openalex.org/C40250595|https://openalex.org/C2778517922|https://openalex.org/C86181022|https://openalex.org/C171250308|https://openalex.org/C186060115|https://openalex.org/C49040817|https://openalex.org/C8673954|https://openalex.org/C41008148|https://openalex.org/C185592680|https://openalex.org/C121332964|https://openalex.org/C155672457|https://openalex.org/C135628077|https://openalex.org/C43617362|https://openalex.org/C147789679|https://openalex.org/C127313418|https://openalex.org/C86803240|https://openalex.org/C97355855|https://openalex.org/C199360897|https://openalex.org/C111368507,https://www.wikidata.org/wiki/Q902890|https://www.wikidata.org/wiki/Q1829750|https://www.wikidata.org/wiki/Q228736|https://www.wikidata.org/wiki/Q7390335|https://www.wikidata.org/wiki/Q178150|https://www.wikidata.org/wiki/Q7645993|https://www.wikidata.org/wiki/Q1540423|https://www.wikidata.org/wiki/Q7140503|https://www.wikidata.org/wiki/Q185098|https://www.wikidata.org/wiki/Q7140482|https://www.wikidata.org/wiki/Q196823|https://www.wikidata.org/wiki/Q11468|https://www.wikidata.org/wiki/Q30336093|https://www.wikidata.org/wiki/Q193091|https://www.wikidata.org/wiki/Q138845|https://www.wikidata.org/wiki/Q21198|https://www.wikidata.org/wiki/Q2329|https://www.wikidata.org/wiki/Q413|https://www.wikidata.org/wiki/Q61231|https://www.wikidata.org/wiki/Q220184|https://www.wikidata.org/wiki/Q170050|https://www.wikidata.org/wiki/Q11372|https://www.wikidata.org/wiki/Q1069|https://www.wikidata.org/wiki/Q420|https://www.wikidata.org/wiki/Q11473|https://www.wikidata.org/wiki/Q9143|https://www.wikidata.org/wiki/Q43518,Dielectrophoresis|Multiphysics|Materials science|SIGNAL (programming language)|Insulator (electricity)|Surface modification|Surface charge|Particle size|Electrophoresis|Particle (ecology)|Zeta potential|Nanotechnology|Biological system|Optoelectronics|Microfluidics|Computer science|Chemistry|Physics|Nanoparticle|Finite element method|Chromatography|Physical chemistry|Geology|Biology|Thermodynamics|Programming language|Oceanography,3|3|0|2|2|2|2|2|2|2|3|1|1|1|2|0|0|0|2|2|1|1|0|0|1|1|1,0.7468643|0.6989794|0.6029911|0.57018757|0.55149704|0.52004385|0.5173623|0.5003314|0.49623448|0.4538849|0.4499739|0.4429132|0.3907621|0.35262012|0.3000341|0.22064552|0.19196224|0.16371948|0.10478696|0.09359422|0.093030214|0.0|0.0|0.0|0.0|0.0|0.0,,,,,,True|True|False,https://doi.org/10.1063/1.5115153|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6715440|https://pubmed.ncbi.nlm.nih.gov/31489061,https://pubs.aip.org/aip/bmf/article-pdf/doi/10.1063/1.5115153/13670547/044114_1_online.pdf|None|None,None|None|None,None|None|None,publishedVersion|publishedVersion|None,True|True|False,True|True|False,https://openalex.org/S173107507|https://openalex.org/S2764455111|https://openalex.org/S4306525036,Biomicrofluidics|PubMed Central|PubMed,1932-1058|None|None,1932-1058|None|None,False|True|False,False|False|False,True|False|False,https://openalex.org/P4310320257|https://openalex.org/I1299303238|https://openalex.org/I1299303238,American Institute of Physics|National Institutes of Health|National Institutes of Health,https://openalex.org/P4310320257|https://openalex.org/I1299303238|https://openalex.org/I1299303238,American Institute of Physics|National Institutes of Health|National Institutes of Health,journal|repository|repository,nan|nan|nan,,,,https://openalex.org/F4320306076,National Science Foundation,CBET- 1705895,2024|2023|2022|2021|2020|2019,2|2|3|4|4|2
https://openalex.org/W2524011181,https://doi.org/10.1103/physrevfluids.1.051902,Leidenfrost phenomenon on conical surfaces,Leidenfrost phenomenon on conical surfaces,2016,2016-09-26,en,article,journal-article,crossref,,1,1,,,,,0.991,False,,12,False,False,1,,,28,https://openalex.org/W1771502855|https://openalex.org/W1972082852|https://openalex.org/W1976059940|https://openalex.org/W1976084954|https://openalex.org/W1983577069|https://openalex.org/W1996964769|https://openalex.org/W2005872580|https://openalex.org/W2006452808|https://openalex.org/W2009063400|https://openalex.org/W2009347590|https://openalex.org/W2011474637|https://openalex.org/W2016926184|https://openalex.org/W2018472512|https://openalex.org/W2044240542|https://openalex.org/W2088324587|https://openalex.org/W2097024314|https://openalex.org/W2115108871|https://openalex.org/W2170003850|https://openalex.org/W2231350011|https://openalex.org/W2235852301|https://openalex.org/W2323524843|https://openalex.org/W2460276631|https://openalex.org/W2485244922|https://openalex.org/W3101262631|https://openalex.org/W4206945295|https://openalex.org/W4249730227|https://openalex.org/W4300891208|https://openalex.org/W46933288,https://openalex.org/W4226205301|https://openalex.org/W4206396989|https://openalex.org/W4200169849|https://openalex.org/W3174080672|https://openalex.org/W3100638294|https://openalex.org/W2979780325|https://openalex.org/W2888363654|https://openalex.org/W2792369066|https://openalex.org/W2363967645|https://openalex.org/W2126309851,https://api.openalex.org/works?filter=cites:W2524011181,2024-10-14T16:04:52.640862,2016-10-07,https://openalex.org/W2524011181,https://doi.org/10.1103/physrevfluids.1.051902,2524011181,,,False,https://doi.org/10.1103/physrevfluids.1.051902,,https://openalex.org/S4210213036,Physical Review Fluids,2469-990X,2469-990X|2469-9918,False,False,True,https://openalex.org/P4310320261,American Physical Society,https://openalex.org/P4310320261,American Physical Society,journal,,,,False,False,False,closed,,False,0.778285,False,False,87,88,1,5,,,https://openalex.org/T11382,Dynamics of Drop Impact on Surfaces,0.9993,https://openalex.org/subfields/2206,Computational Mechanics,https://openalex.org/fields/22,Engineering,https://openalex.org/domains/3,Physical Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first|middle|last,"{'id': 'https://openalex.org/I721619', 'display_name': 'Benemérita Universidad Autónoma de Puebla', 'ror': 'https://ror.org/03p2z7827', 'country_code': 'MX', 'type': 'education', 'lineage': ['https://openalex.org/I721619']}|{'id': 'https://openalex.org/I721619', 'display_name': 'Benemérita Universidad Autónoma de Puebla', 'ror': 'https://ror.org/03p2z7827', 'country_code': 'MX', 'type': 'education', 'lineage': ['https://openalex.org/I721619']}|{'id': 'https://openalex.org/I721619', 'display_name': 'Benemérita Universidad Autónoma de Puebla', 'ror': 'https://ror.org/03p2z7827', 'country_code': 'MX', 'type': 'education', 'lineage': ['https://openalex.org/I721619']}",MX|MX|MX,False|False|False,S. Hidalgo-Caballero|Y. Escobar-Ortega|F. Pacheco-Vázquez,"Instituto de Física, Benemérita Universidad Autónoma de Puebla, Apartado Postal J-48, Puebla 72570, Mexico|Instituto de Física, Benemérita Universidad Autónoma de Puebla, Apartado Postal J-48, Puebla 72570, Mexico|Instituto de Física, Benemérita Universidad Autónoma de Puebla, Apartado Postal J-48, Puebla 72570, Mexico","{'raw_affiliation_string': 'Instituto de Física, Benemérita Universidad Autónoma de Puebla, Apartado Postal J-48, Puebla 72570, Mexico', 'institution_ids': ['https://openalex.org/I721619']}|{'raw_affiliation_string': 'Instituto de Física, Benemérita Universidad Autónoma de Puebla, Apartado Postal J-48, Puebla 72570, Mexico', 'institution_ids': ['https://openalex.org/I721619']}|{'raw_affiliation_string': 'Instituto de Física, Benemérita Universidad Autónoma de Puebla, Apartado Postal J-48, Puebla 72570, Mexico', 'institution_ids': ['https://openalex.org/I721619']}",https://openalex.org/A5022002073|https://openalex.org/A5083479899|https://openalex.org/A5005483503,Samuel Hidalgo‐Caballero|Y.Y. Escobar-Ortega|F. Pacheco-Vázquez,https://orcid.org/0000-0003-1817-0772|None|https://orcid.org/0000-0003-4436-7966,https://openalex.org/T11382|https://openalex.org/T10313|https://openalex.org/T12141,Dynamics of Drop Impact on Surfaces|Superhydrophobic Surface Technology|Dynamics and Stability of Thin Liquid Films,0.9993|0.999|0.995,https://openalex.org/subfields/2206|https://openalex.org/subfields/2508|https://openalex.org/subfields/2206,"Computational Mechanics|Surfaces, Coatings and Films|Computational Mechanics",https://openalex.org/fields/22|https://openalex.org/fields/25|https://openalex.org/fields/22,Engineering|Materials Science|Engineering,https://openalex.org/domains/3|https://openalex.org/domains/3|https://openalex.org/domains/3,Physical Sciences|Physical Sciences|Physical Sciences,https://openalex.org/keywords/leidenfrost-effect|https://openalex.org/keywords/leidenfrost-phenomenon|https://openalex.org/keywords/coalescence-of-drops|https://openalex.org/keywords/fluid-dynamics,Leidenfrost effect|Leidenfrost Phenomenon|Coalescence of Drops|Fluid Dynamics,0.8526454|0.539527|0.501969|0.500867,https://openalex.org/C124961601|https://openalex.org/C81697391|https://openalex.org/C57879066|https://openalex.org/C61441594|https://openalex.org/C38349280|https://openalex.org/C192562407|https://openalex.org/C2781345722|https://openalex.org/C121332964|https://openalex.org/C97355855|https://openalex.org/C159985019|https://openalex.org/C127413603|https://openalex.org/C78519656|https://openalex.org/C50517652|https://openalex.org/C29700514|https://openalex.org/C197194406,https://www.wikidata.org/wiki/Q2518149|https://www.wikidata.org/wiki/Q654136|https://www.wikidata.org/wiki/Q41217|https://www.wikidata.org/wiki/Q132814|https://www.wikidata.org/wiki/Q1434290|https://www.wikidata.org/wiki/Q228736|https://www.wikidata.org/wiki/Q5308388|https://www.wikidata.org/wiki/Q413|https://www.wikidata.org/wiki/Q11473|https://www.wikidata.org/wiki/Q181790|https://www.wikidata.org/wiki/Q11023|https://www.wikidata.org/wiki/Q101333|https://www.wikidata.org/wiki/Q179635|https://www.wikidata.org/wiki/Q634340|https://www.wikidata.org/wiki/Q7068214,Conical surface|Leidenfrost effect|Mechanics|Evaporation|Flow (mathematics)|Materials science|Drop (telecommunication)|Physics|Thermodynamics|Composite material|Engineering|Mechanical engineering|Heat transfer|Heat transfer coefficient|Nucleate boiling,2|5|1|2|2|0|2|0|1|1|0|1|2|3|4,0.88873744|0.8526454|0.61497265|0.5900917|0.56205374|0.485179|0.46345943|0.25189185|0.21430963|0.18000752|0.15048066|0.09770179|0.054364204|0.0|0.0,,,,,,False,https://doi.org/10.1103/physrevfluids.1.051902,None,None,None,None,False,False,https://openalex.org/S4210213036,Physical Review Fluids,2469-990X,2469-990X|2469-9918,False,False,True,https://openalex.org/P4310320261,American Physical Society,https://openalex.org/P4310320261,American Physical Society,journal,nan,https://metadata.un.org/sdg/6,Clean water and sanitation,0.83,https://openalex.org/F4320321739,Consejo Nacional de Ciencia y Tecnología,242085,2024|2023|2022|2021|2020|2019|2018,1|1|1|2|3|2|2
